Symbol,Name,IPOyear,Sector,Industry
RSO,Resource Capital Corp.,2006,Consumer Services,Real Estate Investment Trusts
RSO^B.CL,Resource Capital Corp.,n/a,n/a,n/a
RSO^C,Resource Capital Corp.,n/a,n/a,n/a
QSR,Restaurant Brands International Inc.,2014,Consumer Services,Restaurants
RPAI,"Retail Properties of America, Inc.",2012,Consumer Services,Real Estate Investment Trusts
REVG,"REV Group, Inc.",2017,Capital Goods,Auto Manufacturing
REV,"Revlon, Inc.",1996,Consumer Non-Durables,Package Goods/Cosmetics
REX,REX American Resources Corporation,n/a,Basic Industries,Major Chemicals
REXR,"Rexford Industrial Realty, Inc.",2013,Consumer Services,Real Estate Investment Trusts
REXR^A,"Rexford Industrial Realty, Inc.",n/a,n/a,n/a
REXR^B,"Rexford Industrial Realty, Inc.",n/a,n/a,n/a
RXN,Rexnord Corporation,2012,Technology,Industrial Machinery/Components
RXN^A,Rexnord Corporation,n/a,n/a,n/a
RH,RH,2012,Consumer Services,Other Specialty Stores
RMP,Rice Midstream Partners LP,2014,Public Utilities,Natural Gas Distribution
RNG,"Ringcentral, Inc.",2013,Technology,EDP Services
RIO,Rio Tinto Plc,2002,Basic Industries,Precious Metals
RBA,Ritchie Bros. Auctioneers Incorporated,n/a,Miscellaneous,Business Services
RAD,Rite Aid Corporation,n/a,Health Care,Medical/Nursing Services
RMPL^,RiverNorth Marketplace Lending Corporation,n/a,n/a,n/a
RIV,"RiverNorth Opportunities Fund, Inc.",2015,n/a,n/a
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",2016,n/a,n/a
RLI,RLI Corp.,n/a,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust,2011,Consumer Services,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust,n/a,n/a,n/a
RRTS,"Roadrunner Transportation Systems, Inc",2010,Transportation,Oil Refining/Marketing
RHI,Robert Half International Inc.,n/a,Technology,Professional Services
ROK,"Rockwell Automation, Inc.",n/a,Capital Goods,Industrial Machinery/Components
COL,"Rockwell Collins, Inc.",n/a,Capital Goods,Military/Government/Technical
RCI,"Rogers Communication, Inc.",n/a,Consumer Services,Television Services
ROG,Rogers Corporation,n/a,Basic Industries,Major Chemicals
ROL,"Rollins, Inc.",n/a,Finance,Diversified Commercial Services
ROP,"Roper Technologies, Inc.",1992,Capital Goods,Industrial Machinery/Components
RST,Rosetta Stone,2009,Technology,Computer Software: Prepackaged Software
RDC,Rowan Companies plc,n/a,Energy,Oil & Gas Production
RY,Royal Bank Of Canada,n/a,Finance,Commercial Banks
RY^T,Royal Bank Of Canada,n/a,n/a,n/a
RBS,Royal Bank Scotland plc (The),n/a,Finance,Commercial Banks
RBS^S,Royal Bank Scotland plc (The),n/a,n/a,n/a
RCL,Royal Caribbean Cruises Ltd.,1993,Consumer Services,Marine Transportation
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a
RGT,"Royce Global Value Trust, Inc.",2013,n/a,n/a
RMT,"Royce Micro-Cap Trust, Inc.",n/a,n/a,n/a
RVT,"Royce Value Trust, Inc.",1986,n/a,n/a
RES,"RPC, Inc.",n/a,Energy,Oilfield Services/Equipment
RPM,RPM International Inc.,n/a,Basic Industries,Paints/Coatings
RSPP,"RSP Permian, Inc.",2014,Energy,Oil & Gas Production
RTEC,"Rudolph Technologies, Inc.",1999,Capital Goods,Industrial Machinery/Components
RYB,"RYB Education, Inc.",2017,Consumer Services,Other Consumer Services
R,"Ryder System, Inc.",n/a,Consumer Services,Rental/Leasing Companies
RYI,Ryerson Holding Corporation,2014,Basic Industries,Metal Fabrications
RHP,"Ryman Hospitality Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,n/a,Finance,Finance: Consumer Services
SBR,Sabine Royalty Trust,n/a,Energy,Oil & Gas Production
SB,"Safe Bulkers, Inc",2008,Transportation,Marine Transportation
SB^C,"Safe Bulkers, Inc",n/a,n/a,n/a
SB^D,"Safe Bulkers, Inc",n/a,n/a,n/a
SFE,"Safeguard Scientifics, Inc.",n/a,Finance,Finance/Investors Services
SAFE,"Safety, Income & Growth Inc.",2017,Consumer Services,Real Estate
SAIL,"SailPoint Technologies Holdings, Inc.",2017,Technology,Computer Software: Prepackaged Software
CRM,Salesforce.com Inc,2004,Technology,Computer Software: Prepackaged Software
SMM,Salient Midstream & MLP Fund,2012,n/a,n/a
SBH,"Sally Beauty Holdings, Inc.",n/a,Consumer Services,Other Specialty Stores
SJT,San Juan Basin Royalty Trust,n/a,Energy,Oil & Gas Production
SN,Sanchez Energy Corporation,2011,Energy,Oil & Gas Production
SD,"SandRidge Energy, Inc.",2016,Energy,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,2011,Energy,Oil & Gas Production
SDR,SandRidge Mississippian Trust II,2012,Energy,Oil & Gas Production
PER,SandRidge Permian Trust,2011,Energy,Oil & Gas Production
SNY,Sanofi,n/a,Health Care,Major Pharmaceuticals
SC,Santander Consumer USA Holdings Inc.,2014,Finance,Finance: Consumer Services
SOV^C,"Santander Holdings USA, Inc.",n/a,n/a,n/a
SAP,SAP SE,n/a,Technology,Computer Software: Prepackaged Software
SAB,Saratoga Investment Corp,2016,n/a,n/a
SAR,Saratoga Investment Corp,n/a,n/a,n/a
SSL,Sasol Ltd.,n/a,Energy,Oil & Gas Production
BFS,"Saul Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts
BFS^C,"Saul Centers, Inc.",n/a,n/a,n/a
BFS^D,"Saul Centers, Inc.",n/a,n/a,n/a
SCG,Scana Corporation,n/a,Public Utilities,Power Generation
SLB,Schlumberger N.V.,n/a,Energy,Oilfield Services/Equipment
SNDR,"Schneider National, Inc.",2017,Transportation,Trucking Freight/Courier Services
SWM,"Schweitzer-Mauduit International, Inc.",n/a,Basic Industries,Paper
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,n/a,Technology,EDP Services
SALT,Scorpio Bulkers Inc.,2013,Transportation,Marine Transportation
SLTB,Scorpio Bulkers Inc.,2014,Transportation,Marine Transportation
SBBC,Scorpio Tankers Inc.,2017,Transportation,Marine Transportation
SBNA,Scorpio Tankers Inc.,2014,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc.,2010,Transportation,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),1992,Basic Industries,Agricultural Chemicals
KMM,Scudder Multi-Market Income Trust,n/a,n/a,n/a
KTF,Scudder Municiple Income Trust,1988,n/a,n/a
KST,Scudder Strategic Income Trust,1994,n/a,n/a
KSM,Scudder Strategic Municiple Income Trust,1989,n/a,n/a
SE,Sea Limited,2017,n/a,n/a
SA,"Seabridge Gold, Inc.",n/a,Basic Industries,Precious Metals
CKH,"SEACOR Holdings, Inc.",n/a,Transportation,Marine Transportation
SMHI,SEACOR Marine Holdings Inc.,2017,Transportation,Marine Transportation
SDRL,Seadrill Limited,n/a,Energy,Oil & Gas Production
SDLP,Seadrill Partners LLC,2012,Energy,Oil & Gas Production
SEE,Sealed Air Corporation,n/a,Basic Industries,Major Chemicals
SSW,Seaspan Corporation,2005,Transportation,Marine Transportation
SSW^D,Seaspan Corporation,n/a,n/a,n/a
SSW^E,Seaspan Corporation,n/a,n/a,n/a
SSW^G,Seaspan Corporation,n/a,n/a,n/a
SSW^H,Seaspan Corporation,n/a,n/a,n/a
SSWA,Seaspan Corporation,2017,Transportation,Marine Transportation
SSWN,Seaspan Corporation,2014,Transportation,Marine Transportation
SEAS,"SeaWorld Entertainment, Inc.",2013,Consumer Services,Services-Misc. Amusement & Recreation
JBN,Select Asset Inc.,n/a,Finance,Finance: Consumer Services
JBR,Select Asset Inc.,n/a,Finance,Finance: Consumer Services
WTTR,"Select Energy Services, Inc.",2017,Energy,Oilfield Services/Equipment
SEM,Select Medical Holdings Corporation,2009,Health Care,Hospital/Nursing Management
SGZA,"Selective Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers
SEMG,Semgroup Corporation,n/a,Energy,Oilfield Services/Equipment
SMI,Semiconductor  Manufacturing International Corporation,2004,Technology,Semiconductors
SRE,Sempra Energy,n/a,Public Utilities,Natural Gas Distribution
SRE^A,Sempra Energy,n/a,Public Utilities,Natural Gas Distribution
SEND,"SendGrid, Inc.",2017,Technology,Computer Software: Prepackaged Software
ST,Sensata Technologies Holding N.V.,2010,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,n/a,Basic Industries,Major Chemicals
SQNS,Sequans Communications S.A.,2011,Technology,Semiconductors
SRG,Seritage Growth Properties,2015,Finance,Real Estate
SRG^A,Seritage Growth Properties,n/a,n/a,n/a
SCI,Service Corporation International,n/a,Consumer Services,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",2014,Consumer Services,Other Consumer Services
NOW,"ServiceNow, Inc.",2012,Technology,Computer Software: Prepackaged Software
SHAK,"Shake Shack, Inc.",2015,Consumer Services,Restaurants
SJR,Shaw Communications Inc.,n/a,Consumer Services,Television Services
SHLX,"Shell Midstream Partners, L.P.",2014,Energy,Natural Gas Distribution
SHW,Sherwin-Williams Company (The),n/a,Consumer Services,RETAIL: Building Materials
SHG,Shinhan Financial Group Co Ltd,n/a,Finance,Major Banks
SFL,Ship Finance International Limited,n/a,Transportation,Marine Transportation
SHOP,Shopify Inc.,2015,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",2012,Technology,EDP Services
SBGL,Sibanye Gold Limited,n/a,Basic Industries,Precious Metals
SIG,Signet Jewelers Limited,n/a,Consumer Services,Consumer Specialties
SBOW,"SilverBow Resorces, Inc.",n/a,Energy,Oil & Gas Production
SPG,"Simon Property Group, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
SPG^J,"Simon Property Group, Inc.",n/a,n/a,n/a
SSD,"Simpson Manufacturing Company, Inc.",n/a,Capital Goods,Industrial Machinery/Components
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",n/a,Basic Industries,Major Chemicals
SITE,"SiteOne Landscape Supply, Inc.",2016,Consumer Non-Durables,Farming/Seeds/Milling
SIX,Six Flags Entertainment Corporation New,n/a,Consumer Services,Services-Misc. Amusement & Recreation
SJW,SJW Group,n/a,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",n/a,Public Utilities,Telecommunications Equipment
SKX,"Skechers U.S.A., Inc.",1999,Consumer Non-Durables,Shoe Manufacturing
SLG,SL Green Realty Corporation,1997,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation,n/a,n/a,n/a
SM,SM Energy Company,n/a,Energy,Oil & Gas Production
SFS,Smart,2014,Consumer Services,Food Chains
SNN,"Smith & Nephew SNATS, Inc.",n/a,Health Care,Industrial Specialties
AOS,Smith (A.O.) Corporation,n/a,Consumer Durables,Consumer Electronics/Appliances
SNAP,Snap Inc.,2017,Technology,"Computer Software: Programming, Data Processing"
SNA,Snap-On Incorporated,n/a,Capital Goods,Industrial Machinery/Components
IPOA,Social Capital Hedosophia Holdings Corp.,2017,Finance,Business Services
IPOA.U,Social Capital Hedosophia Holdings Corp.,2017,n/a,n/a
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,n/a
SQM,Sociedad Quimica y Minera S.A.,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOGO,Sogou Inc.,2017,Technology,EDP Services
SOI,"Solaris Oilfield Infrastructure, Inc.",2017,Energy,Metal Fabrications
SAH,"Sonic Automotive, Inc.",1997,Consumer Durables,Automotive Aftermarket
SON,Sonoco Products Company,n/a,Consumer Durables,Containers/Packaging
SNE,Sony Corp Ord,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
BID,Sotheby&#39;s,1988,Miscellaneous,Business Services
SOR,"Source Capital, Inc.",n/a,n/a,n/a
SJI,"South Jersey Industries, Inc.",n/a,Public Utilities,Oil/Gas Transmission
SXE,"Southcross Energy Partners, L.P.",2012,Public Utilities,Natural Gas Distribution
SCE^G,Southern California Edison Company,n/a,n/a,n/a
SCE^H,Southern California Edison Company,n/a,n/a,n/a
SCE^J,Southern California Edison Company,n/a,n/a,n/a
SCE^K,Southern California Edison Company,n/a,n/a,n/a
SCE^L,Southern California Edison Company,n/a,n/a,n/a
SO,Southern Company (The),n/a,Public Utilities,Electric Utilities: Central
SOJA,Southern Company (The),2015,Public Utilities,Electric Utilities: Central
SOJB,Southern Company (The),2016,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The),2017,Public Utilities,Electric Utilities: Central
SCCO,Southern Copper Corporation,n/a,Basic Industries,Precious Metals
LUV,Southwest Airlines Company,n/a,Transportation,Air Freight/Delivery Services
SWX,"Southwest Gas Holdings, Inc.",n/a,Public Utilities,Oil & Gas Production
SWN,Southwestern Energy Company,n/a,Energy,Oil & Gas Production
SPA,Sparton Corporation,n/a,Technology,Electrical Products
SPE,Special Opportunities Fund Inc.,n/a,n/a,n/a
SPE^B,Special Opportunities Fund Inc.,n/a,n/a,n/a
SEP,"Spectra Energy Partners, LP",2007,Public Utilities,Natural Gas Distribution
SPB           ,"Spectrum Brands Holdings, Inc.",n/a,Miscellaneous,Industrial Machinery/Components
TRK,"Speedway Motorsports, Inc.",1995,Consumer Services,Services-Misc. Amusement & Recreation
SR,Spire Inc.,n/a,Public Utilities,Oil/Gas Transmission
SPR,"Spirit Aerosystems Holdings, Inc.",2006,Capital Goods,Military/Government/Technical
SAVE,"Spirit Airlines, Inc.",n/a,Transportation,Air Freight/Delivery Services
SRC,"Spirit Realty Capital, Inc.",2013,Consumer Services,Building operators
SRC^A,"Spirit Realty Capital, Inc.",n/a,n/a,n/a
SRLP,Sprague Resources LP,2013,Energy,Oil Refining/Marketing
S,Sprint Corporation,2013,Public Utilities,Telecommunications Equipment
SPXC,SPX Corporation,n/a,Technology,Industrial Machinery/Components
FLOW,"SPX FLOW, Inc.",2015,Technology,Industrial Machinery/Components
SQ,"Square, Inc.",2015,Technology,Computer Software: Prepackaged Software
JOE,St. Joe Company (The),n/a,Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",2011,Consumer Services,Real Estate Investment Trusts
STAG^B,"Stag Industrial, Inc.",n/a,n/a,n/a
STAG^C,"Stag Industrial, Inc.",n/a,n/a,n/a
SSI,"Stage Stores, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
SMP,"Standard Motor Products, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,n/a,Technology,Industrial Machinery/Components
SWJ,"Stanley Black & Decker, Inc.",n/a,Capital Goods,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",n/a,Capital Goods,Industrial Machinery/Components
SWP,"Stanley Black & Decker, Inc.",n/a,Capital Goods,Industrial Machinery/Components
STN,Stantec Inc,n/a,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",n/a,Consumer Services,Other Specialty Stores
SRT,"StarTek, Inc.",1997,Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",2009,Consumer Services,Real Estate Investment Trusts
STT,State Street Corporation,n/a,Finance,Major Banks
STT^C,State Street Corporation,n/a,n/a,n/a
STT^D,State Street Corporation,n/a,n/a,n/a
STT^E,State Street Corporation,n/a,n/a,n/a
STT^G,State Street Corporation,n/a,n/a,n/a
STO,Statoil ASA,n/a,Energy,Integrated oil Companies
SPLP,Steel Partners Holdings LP,n/a,Capital Goods,Industrial Specialties
SPLP^A,Steel Partners Holdings LP,n/a,n/a,n/a
SCS,Steelcase Inc.,1998,Consumer Durables,Office Equipment/Supplies/Services
SCA,Stellus Capital Investment Corporation,n/a,n/a,n/a
SCM,Stellus Capital Investment Corporation,2012,n/a,n/a
SCL,Stepan Company,n/a,Basic Industries,Package Goods/Cosmetics
STE,STERIS plc,n/a,Health Care,Industrial Specialties
STL,Sterling Bancorp,n/a,Finance,Major Banks
STL^A,Sterling Bancorp,n/a,Finance,Major Banks
STC,Stewart Information Services Corporation,n/a,Finance,Specialty Insurers
SF,Stifel Financial Corporation,n/a,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,n/a,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation,2017,Finance,Investment Bankers/Brokers/Service
STM,STMicroelectronics N.V.,n/a,Technology,Semiconductors
SGY,Stone Energy Corporation,1993,Energy,Oil & Gas Production
EDF,Stone Harbor Emerging Markets Income Fund,2010,n/a,n/a
EDI,Stone Harbor Emerging Markets Total Income Fund,2012,n/a,n/a
STON,StoneMor Partners L.P.,2004,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",1997,Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,2014,Consumer Services,Real Estate Investment Trusts
GJH,STRATS Trust,n/a,Finance,Finance: Consumer Services
GJO,STRATS Trust,n/a,Finance,Finance: Consumer Services
GJS,STRATS Trust,n/a,Finance,Finance: Consumer Services
SYK,Stryker Corporation,n/a,Health Care,Medical/Dental Instruments
RGR,"Sturm, Ruger & Company, Inc.",n/a,Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",1996,Consumer Services,Other Specialty Stores
SMFG,Sumitomo Mitsui Financial Group Inc,n/a,Finance,Commercial Banks
INN,"Summit Hotel Properties, Inc.",2011,Consumer Services,Real Estate Investment Trusts
INN^C.CL,"Summit Hotel Properties, Inc.",n/a,n/a,n/a
INN^D,"Summit Hotel Properties, Inc.",n/a,n/a,n/a
INN^E,"Summit Hotel Properties, Inc.",n/a,n/a,n/a
SUM,"Summit Materials, Inc.",2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,"Summit Midstream Partners, LP",2012,Public Utilities,Natural Gas Distribution
SUI,"Sun Communities, Inc.",1993,Consumer Services,Real Estate Investment Trusts
SLF,Sun Life Financial Inc.,n/a,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",2013,Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",2011,Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,n/a,Energy,Integrated oil Companies
SUN,Sunoco LP,2012,Energy,Oil Refining/Marketing
SHO,"Sunstone Hotel Investors, Inc.",2004,Consumer Services,Hotels/Resorts
SHO^E,"Sunstone Hotel Investors, Inc.",n/a,n/a,n/a
SHO^F,"Sunstone Hotel Investors, Inc.",n/a,n/a,n/a
STI,"SunTrust Banks, Inc.",n/a,Finance,Major Banks
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a,n/a
STI^A,"SunTrust Banks, Inc.",n/a,n/a,n/a
STI^E.CL,"SunTrust Banks, Inc.",n/a,n/a,n/a
SPN,"Superior Energy Services, Inc.",n/a,Energy,Oilfield Services/Equipment
SUP,"Superior Industries International, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
SVU,SuperValu Inc.,n/a,Consumer Non-Durables,Food Distributors
SLD,Sutherland Asset Management Corporation,2013,Consumer Services,Real Estate Investment Trusts
SLDA,Sutherland Asset Management Corporation,2017,Consumer Services,Real Estate Investment Trusts
SWZ,"Swiss Helvetia Fund, Inc. (The)",n/a,n/a,n/a
SWCH,"Switch, Inc.",2017,Technology,"Computer Software: Programming, Data Processing"
SYF,Synchrony Financial,2014,Finance,Finance: Consumer Services
SNX,Synnex Corporation,2003,Technology,Retail: Computer Software & Peripheral Equipment
SNV,Synovus Financial Corp.,n/a,Finance,Major Banks
SNV^C,Synovus Financial Corp.,n/a,n/a,n/a
GJP,"Synthetic Fixed-Income Securities, Inc.",n/a,n/a,n/a
GJR,"Synthetic Fixed-Income Securities, Inc.",n/a,n/a,n/a
GJT,"Synthetic Fixed-Income Securities, Inc.",n/a,Finance,Finance: Consumer Services
GJV,"Synthetic Fixed-Income Securities, Inc.",n/a,Finance,Finance: Consumer Services
SYY,Sysco Corporation,n/a,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,n/a,Consumer Services,Catalog/Specialty Distribution
DATA,"Tableau Software, Inc.",2013,Technology,Computer Software: Prepackaged Software
TAHO,"Tahoe Resources, Inc.",n/a,Basic Industries,Precious Metals
TLRD,"Tailored Brands, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
TWN,"Taiwan Fund, Inc. (The)",1986,n/a,n/a
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1997,Technology,Semiconductors
TAL,TAL Education Group,n/a,Consumer Services,Other Consumer Services
TEGP,"Tallgrass Energy GP, LP",2015,Public Utilities,Natural Gas Distribution
TEP,"Tallgrass Energy Partners, LP",2013,Public Utilities,Natural Gas Distribution
SKT,"Tanger Factory Outlet Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts
TPR,"Tapestry, Inc.",n/a,Consumer Non-Durables,Apparel
NGLS^A,Targa Resources Partners LP,n/a,n/a,n/a
TRGP,"Targa Resources, Inc.",2010,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,n/a,Consumer Services,Department/Specialty Retail Stores
TARO,Taro Pharmaceutical Industries Ltd.,n/a,Health Care,Major Pharmaceuticals
TTM,Tata Motors Ltd,n/a,Capital Goods,Auto Manufacturing
TCO,"Taubman Centers, Inc.",1992,Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",n/a,n/a,n/a
TCO^K,"Taubman Centers, Inc.",n/a,n/a,n/a
TMHC,Taylor Morrison Home Corporation,2013,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",n/a,Public Utilities,Natural Gas Distribution
TCF,TCF Financial Corporation,n/a,Finance,Major Banks
TCF.WS,TCF Financial Corporation,n/a,n/a,n/a
TCF^D,TCF Financial Corporation,n/a,n/a,n/a
TSI,"TCW Strategic Income Fund, Inc.",n/a,n/a,n/a
TEL,TE Connectivity Ltd.,n/a,Consumer Non-Durables,Electronic Components
TISI,"Team, Inc.",n/a,Consumer Services,Other Consumer Services
FTI,TechnipFMC plc,n/a,Energy,Metal Fabrications
TECK,Teck Resources Ltd,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK,Teekay Corporation,n/a,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,n/a,n/a,n/a
TGP^B,Teekay LNG Partners L.P.,n/a,n/a,n/a
TOO,Teekay Offshore Partners L.P.,2006,Consumer Services,Marine Transportation
TOO^A,Teekay Offshore Partners L.P.,n/a,n/a,n/a
TOO^B,Teekay Offshore Partners L.P.,n/a,n/a,n/a
TOO^E,Teekay Offshore Partners L.P.,n/a,n/a,n/a
TNK,Teekay Tankers Ltd.,2007,Consumer Services,Marine Transportation
GCI,TEGNA Inc.,2015,Consumer Services,Newspapers/Magazines
TGNA,TEGNA Inc.,n/a,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,n/a,Finance,Real Estate
HQH,Tekla Healthcare Investors,1987,n/a,n/a
THQ,Tekla Healthcare Opportunies Fund,2014,n/a,n/a
HQL,Tekla Life Sciences Investors,1992,n/a,n/a
THW,Tekla World Healthcare Fund,2015,n/a,n/a
TDOC,"Teladoc, Inc.",2015,Health Care,Medical/Nursing Services
TLRA,"Telaria, Inc.",2013,Technology,Advertising
TEO,Telecom Argentina Stet - France Telecom S.A.,n/a,Public Utilities,Telecommunications Equipment
TI,Telecom Italia S.P.A.,n/a,Consumer Services,Telecommunications Equipment
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a
TDY,Teledyne Technologies Incorporated,n/a,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,n/a,Health Care,Medical/Dental Instruments
VIV,Telefonica Brasil S.A.,n/a,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA,1988,Public Utilities,Telecommunications Equipment
TDA,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment
TU,TELUS Corporation,n/a,Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",n/a,n/a,n/a
EMF,Templeton Emerging Markets Fund,1987,n/a,n/a
TEI,"Templeton Emerging Markets Income Fund, Inc.",1993,n/a,n/a
GIM,"Templeton Global Income Fund, Inc.",1988,n/a,n/a
TPX,"Tempur Sealy International, Inc.",2003,Consumer Durables,Home Furnishings
TS,Tenaris S.A.,n/a,Basic Industries,Steel/Iron Ore
THC,Tenet Healthcare Corporation,n/a,Health Care,Hospital/Nursing Management
TNC,Tennant Company,n/a,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,n/a,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,n/a,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,n/a,Public Utilities,Electric Utilities: Central
TDC,Teradata Corporation,n/a,Technology,Computer Manufacturing
TER,"Teradyne, Inc.",n/a,Capital Goods,Electrical Products
TEX,Terex Corporation,n/a,Capital Goods,Construction/Ag Equipment/Trucks
TX,Ternium S.A.,n/a,Basic Industries,Steel/Iron Ore
TNH,"Terra Nitrogen Company, L.P.",n/a,Basic Industries,Agricultural Chemicals
TRNO,Terreno Realty Corporation,2010,Finance,Real Estate
TTI,"Tetra Technologies, Inc.",n/a,Energy,Oil & Gas Production
TEVA,Teva Pharmaceutical Industries Limited,n/a,Health Care,Major Pharmaceuticals
TPL,Texas Pacific Land Trust,n/a,Energy,Oil & Gas Production
TGH,Textainer Group Holdings Limited,2007,Technology,Diversified Commercial Services
TXT,Textron Inc.,n/a,Capital Goods,Aerospace
AES,The AES Corporation,n/a,Basic Industries,Electric Utilities: Central
BX,The Blackstone Group L.P.,2007,Finance,Investment Managers
CEE,"The Central and Eastern Europe Fund, Inc.",n/a,n/a,n/a
SCHW,The Charles Schwab Corporation,n/a,Finance,Investment Bankers/Brokers/Service
SCHW^C,The Charles Schwab Corporation,n/a,n/a,n/a
SCHW^D,The Charles Schwab Corporation,n/a,n/a,n/a
COO,"The Cooper Companies, Inc. ",n/a,Health Care,Ophthalmic Goods
GRX,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a
GRX^A,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a
GRX^B,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a
GDL,The GDL Fund,2007,n/a,n/a
GDL^B,The GDL Fund,n/a,n/a,n/a
THG,"The Hanover Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers
MSG,The Madison Square Garden Company,2015,Consumer Services,Services-Misc. Amusement & Recreation
RUBI,"The Rubicon Project, Inc.",2014,Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",n/a,Finance,Property-Casualty Insurers
TMO,Thermo Fisher Scientific Inc,n/a,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",2011,Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,2013,Finance,Property-Casualty Insurers
TSLF,THL Credit Senior Loan Fund,2013,n/a,n/a
TCRX,"THL Credit, Inc.",2014,n/a,n/a
TCRZ,"THL Credit, Inc.",2015,n/a,n/a
TRI,Thomson Reuters Corp,n/a,Consumer Services,Publishing
THO,"Thor Industries, Inc.",n/a,Consumer Non-Durables,Homebuilding
TDW,Tidewater Inc.,2017,Consumer Services,Marine Transportation
